"treatment","Trait","groups","combi","trait","BBCH","Year"
"Torrild",7.26070912981979,"b","var","Acc_TQ","41
51",2021
"Potenzial",6.887948171005,"bc","var","Acc_TQ","41
51",2021
"Capone",5.28011573719775,"cd","var","Acc_TQ","41
51",2021
"Pionier",3.97712742253789,"d","var","Acc_TQ","41
51",2021
"Apertus",3.91399418010602,"d","var","Acc_TQ","41
51",2021
"Early_Alves",10.4577415596282,"a","timeid:var","Acc_TQ","41
51",2021
"Early_Patras",10.1463379569452,"ab","timeid:var","Acc_TQ","41
51",2021
"Early_Esket",9.89814193431317,"ab","timeid:var","Acc_TQ","41
51",2021
"Early_Torrild",9.74570906621883,"ab","timeid:var","Acc_TQ","41
51",2021
"Late_Patras",9.30442755729242,"ab","timeid:var","Acc_TQ","41
51",2021
"Early_Potenzial",8.1686291179035,"bc","timeid:var","Acc_TQ","41
51",2021
"Late_Alves",6.47926707323451,"cd","timeid:var","Acc_TQ","41
51",2021
"Early_Capone",5.96342899416217,"cd","timeid:var","Acc_TQ","41
51",2021
"Late_Esket",5.91966744791942,"cde","timeid:var","Acc_TQ","41
51",2021
"Late_Potenzial",5.6072672241065,"def","timeid:var","Acc_TQ","41
51",2021
"Late_Torrild",4.77570919342075,"def","timeid:var","Acc_TQ","41
51",2021
"Late_Capone",4.59680248023334,"def","timeid:var","Acc_TQ","41
51",2021
"Early_Pionier",4.26803092945741,"def","timeid:var","Acc_TQ","41
51",2021
"Late_Apertus",4.23389976259102,"def","timeid:var","Acc_TQ","41
51",2021
"Late_Pionier",3.68622391561836,"ef","timeid:var","Acc_TQ","41
51",2021
"Early_Apertus",3.59408859762103,"f","timeid:var","Acc_TQ","41
51",2021
"Apertus",294.246056837395,"a","var","Acc_TQ","51",2021
"Alves",293.761421223327,"ab","var","Acc_TQ","51",2021
"Esket",293.761421223327,"ab","var","Acc_TQ","51",2021
"Pionier",293.281577414075,"bc","var","Acc_TQ","51",2021
"Capone",293.184650291261,"bc","var","Acc_TQ","51",2021
"Potenzial",292.833425849372,"cd","var","Acc_TQ","51",2021
"Torrild",292.833425849372,"cd","var","Acc_TQ","51",2021
"Patras",292.499643163003,"d","var","Acc_TQ","51",2021
"Early_Apertus",296.421637714576,"a","timeid:var","Acc_TQ","51",2021
"Early_Alves",295.820907758429,"b","timeid:var","Acc_TQ","51",2021
"Early_Esket",295.820907758429,"b","timeid:var","Acc_TQ","51",2021
"Early_Capone",295.61746990317,"bc","timeid:var","Acc_TQ","51",2021
"Early_Pionier",295.41403204791,"bcd","timeid:var","Acc_TQ","51",2021
"Early_Potenzial",295.21059419265,"cd","timeid:var","Acc_TQ","51",2021
"Early_Torrild",295.10887526502,"cd","timeid:var","Acc_TQ","51",2021
"Early_Patras",294.949904530431,"d","timeid:var","Acc_TQ","51",2021
"Late_Apertus",292.070475960213,"e","timeid:var","Acc_TQ","51",2021
"Late_Alves",291.701934688224,"ef","timeid:var","Acc_TQ","51",2021
"Late_Esket",291.701934688224,"ef","timeid:var","Acc_TQ","51",2021
"Late_Pionier",291.14912278024,"fg","timeid:var","Acc_TQ","51",2021
"Late_Capone",290.751830679352,"gh","timeid:var","Acc_TQ","51",2021
"Late_Torrild",290.557976433725,"hi","timeid:var","Acc_TQ","51",2021
"Late_Potenzial",290.456257506095,"hi","timeid:var","Acc_TQ","51",2021
"Late_Patras",290.049381795575,"i","timeid:var","Acc_TQ","51",2021
"Capone",9.325402908571,"a","var","Acc_TQ","51
61",2021
"Pionier",7.70968389371641,"b","var","Acc_TQ","51
61",2021
"Apertus",7.02134845076763,"bc","var","Acc_TQ","51
61",2021
"Torrild",6.35080222842653,"cd","var","Acc_TQ","51
61",2021
"Patras",6.27036894423933,"cd","var","Acc_TQ","51
61",2021
"Esket",6.07419960059341,"cd","var","Acc_TQ","51
61",2021
"Potenzial",5.75349838408775,"d","var","Acc_TQ","51
61",2021
"Alves",5.33882376606912,"d","var","Acc_TQ","51
61",2021
"Early_Capone",9.43683643264434,"a","timeid:var","Acc_TQ","51
61",2021
"Late_Capone",9.21396938449765,"a","timeid:var","Acc_TQ","51
61",2021
"Late_Pionier",7.98824534249732,"ab","timeid:var","Acc_TQ","51
61",2021
"Late_Torrild",7.56484753472158,"ab","timeid:var","Acc_TQ","51
61",2021
"Early_Apertus",7.52809269975326,"abc","timeid:var","Acc_TQ","51
61",2021
"Late_Patras",7.5211542121296,"abc","timeid:var","Acc_TQ","51
61",2021
"Early_Pionier",7.43112244493551,"abc","timeid:var","Acc_TQ","51
61",2021
"Late_Esket",6.88314547377133,"bcd","timeid:var","Acc_TQ","51
61",2021
"Late_Potenzial",6.56199054086759,"bcd","timeid:var","Acc_TQ","51
61",2021
"Late_Apertus",6.514604201782,"bcd","timeid:var","Acc_TQ","51
61",2021
"Early_Alves",5.45136594059291,"cd","timeid:var","Acc_TQ","51
61",2021
"Early_Esket",5.26525372741549,"d","timeid:var","Acc_TQ","51
61",2021
"Late_Alves",5.22628159154534,"d","timeid:var","Acc_TQ","51
61",2021
"Early_Torrild",5.13675692213148,"d","timeid:var","Acc_TQ","51
61",2021
"Early_Patras",5.01958367634907,"d","timeid:var","Acc_TQ","51
61",2021
"Early_Potenzial",4.9450062273079,"d","timeid:var","Acc_TQ","51
61",2021
"Capone",302.510053199832,"a","var","Acc_TQ","61",2021
"Apertus",301.267405288162,"b","var","Acc_TQ","61",2021
"Pionier",300.991261307791,"bc","var","Acc_TQ","61",2021
"Esket",299.83562082392,"cd","var","Acc_TQ","61",2021
"Torrild",299.184228077799,"de","var","Acc_TQ","61",2021
"Alves",299.100244989396,"de","var","Acc_TQ","61",2021
"Patras",298.770012107243,"de","var","Acc_TQ","61",2021
"Potenzial",298.58692423346,"e","var","Acc_TQ","61",2021
"Early_Capone",305.054306335814,"a","timeid:var","Acc_TQ","61",2021
"Early_Apertus",303.94973041433,"ab","timeid:var","Acc_TQ","61",2021
"Early_Pionier",302.845154492845,"bc","timeid:var","Acc_TQ","61",2021
"Early_Alves",301.272273699022,"cd","timeid:var","Acc_TQ","61",2021
"Early_Esket",301.086161485845,"cd","timeid:var","Acc_TQ","61",2021
"Early_Torrild",300.245632187152,"de","timeid:var","Acc_TQ","61",2021
"Early_Potenzial",300.155600419958,"de","timeid:var","Acc_TQ","61",2021
"Early_Patras",299.96948820678,"de","timeid:var","Acc_TQ","61",2021
"Late_Capone",299.96580006385,"de","timeid:var","Acc_TQ","61",2021
"Late_Pionier",299.137368122737,"def","timeid:var","Acc_TQ","61",2021
"Late_Apertus",298.585080161995,"efg","timeid:var","Acc_TQ","61",2021
"Late_Esket",298.585080161995,"efg","timeid:var","Acc_TQ","61",2021
"Late_Torrild",298.122823968447,"efg","timeid:var","Acc_TQ","61",2021
"Late_Patras",297.570536007705,"fg","timeid:var","Acc_TQ","61",2021
"Late_Potenzial",297.018248046963,"fg","timeid:var","Acc_TQ","61",2021
"Late_Alves",296.928216279769,"g","timeid:var","Acc_TQ","61",2021
"Potenzial",9.58673587691133,"a","var","Acc_TQ","61
71",2021
"Patras",8.86607146551554,"ab","var","Acc_TQ","61
71",2021
"Esket",8.46849180178855,"ab","var","Acc_TQ","61
71",2021
"Alves",8.37241288042354,"ab","var","Acc_TQ","61
71",2021
"Torrild",8.33716945588771,"ab","var","Acc_TQ","61
71",2021
"Pionier",7.36159098178492,"abc","var","Acc_TQ","61
71",2021
"Apertus",6.60449336580062,"bc","var","Acc_TQ","61
71",2021
"Capone",5.231392938794,"c","var","Acc_TQ","61
71",2021
"Early_Potenzial",10.6516451527132,"a","timeid:var","Acc_TQ","61
71",2021
"Early_Patras",10.3001808282771,"ab","timeid:var","Acc_TQ","61
71",2021
"Early_Esket",9.90027626603058,"abc","timeid:var","Acc_TQ","61
71",2021
"Early_Torrild",9.69718544202833,"abc","timeid:var","Acc_TQ","61
71",2021
"Early_Alves",8.93144896083141,"bcd","timeid:var","Acc_TQ","61
71",2021
"Late_Potenzial",8.5218266011095,"cde","timeid:var","Acc_TQ","61
71",2021
"Early_Pionier",8.41795476596983,"cdef","timeid:var","Acc_TQ","61
71",2021
"Late_Alves",7.81337680001566,"defg","timeid:var","Acc_TQ","61
71",2021
"Late_Patras",7.431962102754,"defg","timeid:var","Acc_TQ","61
71",2021
"Late_Esket",7.03670733754651,"efg","timeid:var","Acc_TQ","61
71",2021
"Late_Torrild",6.97715346974709,"fg","timeid:var","Acc_TQ","61
71",2021
"Early_Apertus",6.77580230687199,"gh","timeid:var","Acc_TQ","61
71",2021
"Late_Apertus",6.43318442472925,"ghi","timeid:var","Acc_TQ","61
71",2021
"Late_Pionier",6.30522719760001,"ghi","timeid:var","Acc_TQ","61
71",2021
"Early_Capone",5.41032135471374,"hi","timeid:var","Acc_TQ","61
71",2021
"Late_Capone",5.05246452287426,"i","timeid:var","Acc_TQ","61
71",2021
"Pionier",36.5285484652059,"a","var","Acc_TQ","61
87",2021
"Capone",36.3867119555857,"a","var","Acc_TQ","61
87",2021
"Apertus",35.8220605104337,"ab","var","Acc_TQ","61
87",2021
"Esket",35.0242627511354,"ab","var","Acc_TQ","61
87",2021
"Potenzial",35.007782427698,"ab","var","Acc_TQ","61
87",2021
"Patras",34.4121444811385,"ab","var","Acc_TQ","61
87",2021
"Torrild",34.0858898479508,"b","var","Acc_TQ","61
87",2021
"Alves",34.0044645536912,"b","var","Acc_TQ","61
87",2021
"220_Pionier",39.0992656545775,"a","nitrogen:var","Acc_TQ","61
87",2021
"220_Capone",37.6109053182665,"ab","nitrogen:var","Acc_TQ","61
87",2021
"220_Apertus",37.1050313259547,"b","nitrogen:var","Acc_TQ","61
87",2021
"220_Esket",36.4375287822205,"bc","nitrogen:var","Acc_TQ","61
87",2021
"176_Capone",35.1625185929049,"cd","nitrogen:var","Acc_TQ","61
87",2021
"220_Potenzial",35.141164180709,"cd","nitrogen:var","Acc_TQ","61
87",2021
"176_Potenzial",34.874400674687,"cd","nitrogen:var","Acc_TQ","61
87",2021
"220_Alves",34.5633619532927,"cd","nitrogen:var","Acc_TQ","61
87",2021
"176_Apertus",34.5390896949126,"d","nitrogen:var","Acc_TQ","61
87",2021
"176_Patras",34.5365743813117,"d","nitrogen:var","Acc_TQ","61
87",2021
"220_Patras",34.2877145809654,"d","nitrogen:var","Acc_TQ","61
87",2021
"176_Torrild",34.2854480595713,"d","nitrogen:var","Acc_TQ","61
87",2021
"176_Pionier",33.9578312758343,"d","nitrogen:var","Acc_TQ","61
87",2021
"220_Torrild",33.8863316363302,"d","nitrogen:var","Acc_TQ","61
87",2021
"176_Esket",33.6109967200503,"d","nitrogen:var","Acc_TQ","61
87",2021
"176_Alves",33.4455671540898,"d","nitrogen:var","Acc_TQ","61
87",2021
"176_Pionier",308.759976311853,"a","nitrogen:var","Acc_TQ","71",2021
"176_Esket",308.304112625709,"ab","nitrogen:var","Acc_TQ","71",2021
"176_Potenzial",308.304112625709,"ab","nitrogen:var","Acc_TQ","71",2021
"220_Esket",308.304112625709,"ab","nitrogen:var","Acc_TQ","71",2021
"176_Apertus",308.222399774239,"ab","nitrogen:var","Acc_TQ","71",2021
"220_Potenzial",308.043207595035,"abc","nitrogen:var","Acc_TQ","71",2021
"176_Capone",307.961494743565,"abc","nitrogen:var","Acc_TQ","71",2021
"220_Pionier",307.9457282673,"abc","nitrogen:var","Acc_TQ","71",2021
"220_Torrild",307.782302564361,"bc","nitrogen:var","Acc_TQ","71",2021
"220_Patras",307.684823236626,"bc","nitrogen:var","Acc_TQ","71",2021
"176_Patras",307.58734390889,"bc","nitrogen:var","Acc_TQ","71",2021
"176_Alves",307.521397533687,"bc","nitrogen:var","Acc_TQ","71",2021
"220_Apertus",307.521397533687,"bc","nitrogen:var","Acc_TQ","71",2021
"220_Capone",307.521397533687,"bc","nitrogen:var","Acc_TQ","71",2021
"220_Alves",307.423918205952,"bc","nitrogen:var","Acc_TQ","71",2021
"176_Torrild",307.260492503013,"c","nitrogen:var","Acc_TQ","71",2021
"Capone",23.892416458087,"a","var","Acc_TQ","77
87",2021
"Pionier",22.2309676838701,"a","var","Acc_TQ","77
87",2021
"Apertus",21.8954548400678,"ab","var","Acc_TQ","77
87",2021
"Esket",19.6658726165272,"bc","var","Acc_TQ","77
87",2021
"Potenzial",18.40069570263,"c","var","Acc_TQ","77
87",2021
"Patras",18.2726390216491,"c","var","Acc_TQ","77
87",2021
"Torrild",18.1709380978204,"c","var","Acc_TQ","77
87",2021
"Alves",18.0055297151574,"c","var","Acc_TQ","77
87",2021
"220_Capone",24.6940444387859,"a","nitrogen:var","Acc_TQ","77
87",2021
"220_Pionier",24.5255408928707,"a","nitrogen:var","Acc_TQ","77
87",2021
"176_Capone",23.090788477388,"a","nitrogen:var","Acc_TQ","77
87",2021
"220_Apertus",23.0835945249901,"a","nitrogen:var","Acc_TQ","77
87",2021
"220_Esket",20.7627781470497,"b","nitrogen:var","Acc_TQ","77
87",2021
"176_Apertus",20.7073151551455,"b","nitrogen:var","Acc_TQ","77
87",2021
"176_Pionier",19.9363944748695,"bc","nitrogen:var","Acc_TQ","77
87",2021
"220_Alves",18.8886113181218,"bcd","nitrogen:var","Acc_TQ","77
87",2021
"220_Patras",18.8001275762219,"bcd","nitrogen:var","Acc_TQ","77
87",2021
"220_Potenzial",18.7184146448084,"bcd","nitrogen:var","Acc_TQ","77
87",2021
"176_Esket",18.5689670860047,"cd","nitrogen:var","Acc_TQ","77
87",2021
"176_Torrild",18.2324243192554,"cd","nitrogen:var","Acc_TQ","77
87",2021
"220_Torrild",18.1094518763854,"cd","nitrogen:var","Acc_TQ","77
87",2021
"176_Potenzial",18.0829767604516,"cd","nitrogen:var","Acc_TQ","77
87",2021
"176_Patras",17.7451504670763,"d","nitrogen:var","Acc_TQ","77
87",2021
"176_Alves",17.122448112193,"d","nitrogen:var","Acc_TQ","77
87",2021
"220_Combined_Pionier",25.0124051442773,"a","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Split_Capone",25.0124051442773,"a","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Combined_Capone",24.3756837332945,"ab","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Split_Pionier",24.038676641464,"ab","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Split_Capone",23.5238828642889,"ab","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Split_Apertus",23.4019552304813,"ab","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Combined_Apertus",22.7652338194989,"abc","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Combined_Capone",22.6576940904872,"abc","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Combined_Apertus",22.1285124085161,"bcd","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Combined_Esket",21.940543274717,"bcd","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Split_Pionier",20.6671004527516,"cde","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Split_Patras",20.044766946565,"def","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Split_Alves",19.8839081369895,"def","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Split_Esket",19.5850130193824,"defg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Split_Apertus",19.2861179017749,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Combined_Pionier",19.2056884969874,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Split_Potenzial",19.2056884969872,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Combined_Esket",18.9067933793797,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Combined_Torrild",18.2726390216492,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Split_Torrild",18.2726390216492,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Split_Esket",18.2311407926295,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Split_Potenzial",18.2311407926295,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Combined_Potenzial",18.2311407926295,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Split_Torrild",18.1922096168615,"efg","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Combined_Torrild",17.9462647311215,"fg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Combined_Potenzial",17.9348127282737,"fg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Combined_Patras",17.893314499254,"fg","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Combined_Alves",17.893314499254,"fg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Split_Patras",17.5969864348985,"fg","nitrogen:appl:var","Acc_TQ","77
87",2021
"220_Combined_Patras",17.5554882058788,"fg","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Combined_Alves",17.2176619125035,"g","nitrogen:appl:var","Acc_TQ","77
87",2021
"176_Split_Alves",17.0272343118825,"g","nitrogen:appl:var","Acc_TQ","77
87",2021
"Capone",338.896765155418,"a","var","Acc_TQ","87",2021
"Pionier",337.519809772997,"a","var","Acc_TQ","87",2021
"Apertus",337.089465798596,"ab","var","Acc_TQ","87",2021
"Esket",334.859883575055,"bc","var","Acc_TQ","87",2021
"Potenzial",333.594706661158,"c","var","Acc_TQ","87",2021
"Torrild",333.27011792575,"c","var","Acc_TQ","87",2021
"Patras",333.182156588381,"c","var","Acc_TQ","87",2021
"Alves",333.104709543087,"c","var","Acc_TQ","87",2021
"220_Capone",339.982886527913,"a","nitrogen:var","Acc_TQ","87",2021
"220_Pionier",339.814382981998,"a","nitrogen:var","Acc_TQ","87",2021
"220_Apertus",338.372436614117,"ab","nitrogen:var","Acc_TQ","87",2021
"176_Capone",337.810643782922,"b","nitrogen:var","Acc_TQ","87",2021
"220_Esket",335.861957974979,"c","nitrogen:var","Acc_TQ","87",2021
"176_Apertus",335.806494983075,"c","nitrogen:var","Acc_TQ","87",2021
"176_Pionier",335.225236563996,"cd","nitrogen:var","Acc_TQ","87",2021
"220_Potenzial",334.007256733935,"de","nitrogen:var","Acc_TQ","87",2021
"220_Alves",333.987791146051,"de","nitrogen:var","Acc_TQ","87",2021
"176_Esket",333.857809175132,"def","nitrogen:var","Acc_TQ","87",2021
"220_Patras",333.519982881756,"def","nitrogen:var","Acc_TQ","87",2021
"176_Torrild",333.331604147185,"ef","nitrogen:var","Acc_TQ","87",2021
"220_Torrild",333.208631704315,"ef","nitrogen:var","Acc_TQ","87",2021
"176_Potenzial",333.182156588381,"ef","nitrogen:var","Acc_TQ","87",2021
"176_Patras",332.844330295006,"ef","nitrogen:var","Acc_TQ","87",2021
"176_Alves",332.221627940123,"f","nitrogen:var","Acc_TQ","87",2021
"220_Combined_Pionier",340.301247233404,"a","nitrogen:appl:var","Acc_TQ","87",2021
"220_Split_Capone",340.301247233404,"a","nitrogen:appl:var","Acc_TQ","87",2021
"220_Combined_Capone",339.664525822422,"a","nitrogen:appl:var","Acc_TQ","87",2021
"220_Split_Pionier",339.327518730591,"a","nitrogen:appl:var","Acc_TQ","87",2021
"220_Split_Apertus",338.690797319608,"ab","nitrogen:appl:var","Acc_TQ","87",2021
"220_Combined_Apertus",338.054075908626,"abc","nitrogen:appl:var","Acc_TQ","87",2021
"176_Split_Capone",338.054075908626,"abc","nitrogen:appl:var","Acc_TQ","87",2021
"176_Combined_Capone",337.567211657219,"abcd","nitrogen:appl:var","Acc_TQ","87",2021
"176_Combined_Apertus",337.417354497643,"abcde","nitrogen:appl:var","Acc_TQ","87",2021
"220_Combined_Esket",337.229385363844,"abcde","nitrogen:appl:var","Acc_TQ","87",2021
"176_Split_Pionier",335.955942541879,"bcdef","nitrogen:appl:var","Acc_TQ","87",2021
"220_Split_Alves",334.793425703721,"cdefg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Combined_Pionier",334.494530586114,"defg","nitrogen:appl:var","Acc_TQ","87",2021
"220_Split_Esket",334.494530586114,"defg","nitrogen:appl:var","Acc_TQ","87",2021
"220_Split_Potenzial",334.494530586114,"defg","nitrogen:appl:var","Acc_TQ","87",2021
"220_Split_Patras",334.195635468507,"efg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Combined_Esket",334.195635468507,"efg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Split_Apertus",334.195635468507,"efg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Split_Esket",333.519982881757,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Split_Potenzial",333.519982881757,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"220_Combined_Potenzial",333.519982881757,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Split_Torrild",333.481051705988,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"220_Combined_Torrild",333.235106820249,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Combined_Torrild",333.182156588381,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"220_Split_Torrild",333.182156588381,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Combined_Patras",333.182156588381,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"220_Combined_Alves",333.182156588381,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"220_Combined_Patras",332.844330295006,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Combined_Potenzial",332.844330295006,"fg","nitrogen:appl:var","Acc_TQ","87",2021
"176_Combined_Alves",332.506504001631,"g","nitrogen:appl:var","Acc_TQ","87",2021
"176_Split_Patras",332.506504001631,"g","nitrogen:appl:var","Acc_TQ","87",2021
"176_Split_Alves",331.936751878615,"g","nitrogen:appl:var","Acc_TQ","87",2021
"220_Early_Pionier",342.009843856758,"a","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Early_Capone",341.859986697182,"a","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Early_Apertus",340.249536783386,"ab","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Early_Capone",339.76267253198,"abc","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Late_Capone",338.105786358644,"bcd","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Early_Apertus",337.852508299032,"bcde","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Late_Pionier",337.618922107237,"bcde","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Early_Alves",337.475750829889,"cdef","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Early_Esket",337.176855712281,"cdefg","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Early_Pionier",336.540134301299,"defgh","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Late_Apertus",336.495336444848,"defgh","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Early_Esket",336.202308007924,"defghi","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Early_Patras",335.864481714548,"defghi","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Early_Potenzial",335.864481714548,"defghi","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Late_Capone",335.858615033865,"defghi","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Early_Patras",335.526655421173,"defghi","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Early_Potenzial",335.526655421173,"defghi","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Early_Torrild",335.188829127798,"efghi","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Early_Torrild",334.90395306629,"fghi","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Early_Alves",334.619077004782,"ghij","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Late_Esket",334.547060237677,"ghij","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Late_Pionier",333.910338826694,"hijk","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Late_Apertus",333.760481667118,"ijkl","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Late_Potenzial",332.150031753322,"jklm","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Late_Esket",331.51331034234,"klm","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Late_Torrild",331.51331034234,"klm","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Late_Torrild",331.474379166572,"klm","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Late_Patras",331.175484048964,"lm","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Late_Potenzial",330.837657755589,"m","nitrogen:timeid:var","Acc_TQ","87",2021
"220_Late_Alves",330.499831462214,"m","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Late_Patras",330.162005168838,"m","nitrogen:timeid:var","Acc_TQ","87",2021
"176_Late_Alves",329.824178875463,"m","nitrogen:timeid:var","Acc_TQ","87",2021
"Patras",279.128645833333,"a","var","Acc_Temperature","13
23",2021
"Torrild",263.052256944444,"ab","var","Acc_Temperature","13
23",2021
"Apertus",245.112847222222,"bc","var","Acc_Temperature","13
23",2021
"Potenzial",243.3953125,"bc","var","Acc_Temperature","13
23",2021
"Alves",243.0609375,"bc","var","Acc_Temperature","13
23",2021
"Pionier",240.185590277778,"bc","var","Acc_Temperature","13
23",2021
"Capone",239.595833333333,"bc","var","Acc_Temperature","13
23",2021
"Esket",217.392708333333,"c","var","Acc_Temperature","13
23",2021
"Patras",792.621354166667,"a","var","Acc_Temperature","23",2021
"Torrild",775.274479166667,"ab","var","Acc_Temperature","23",2021
"Potenzial",756.888020833333,"bc","var","Acc_Temperature","23",2021
"Apertus",756.064583333333,"bc","var","Acc_Temperature","23",2021
"Capone",755.629513888889,"bc","var","Acc_Temperature","23",2021
"Alves",754.012673611111,"bc","var","Acc_Temperature","23",2021
"Pionier",752.4078125,"bc","var","Acc_Temperature","23",2021
"Esket",729.146875,"c","var","Acc_Temperature","23",2021
"Apertus",313.118402777777,"a","var","Acc_Temperature","23
31",2021
"Pionier",280.647395833333,"ab","var","Acc_Temperature","23
31",2021
"Capone",252.261458333333,"b","var","Acc_Temperature","23
31",2021
"Esket",249.689930555556,"b","var","Acc_Temperature","23
31",2021
"Potenzial",241.318229166667,"bc","var","Acc_Temperature","23
31",2021
"Alves",232.577256944445,"bcd","var","Acc_Temperature","23
31",2021
"Patras",191.384201388889,"cd","var","Acc_Temperature","23
31",2021
"Torrild",183.540104166667,"d","var","Acc_Temperature","23
31",2021
"Apertus",1069.18298611111,"a","var","Acc_Temperature","31",2021
"Pionier",1033.05520833333,"ab","var","Acc_Temperature","31",2021
"Capone",1007.89097222222,"bc","var","Acc_Temperature","31",2021
"Potenzial",998.20625,"bc","var","Acc_Temperature","31",2021
"Alves",986.589930555556,"bc","var","Acc_Temperature","31",2021
"Patras",984.005555555556,"bc","var","Acc_Temperature","31",2021
"Esket",978.836805555556,"bc","var","Acc_Temperature","31",2021
"Torrild",958.814583333333,"c","var","Acc_Temperature","31",2021
"176_Combined_Early_Apertus",1189.80833333333,"a","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
"176_Combined_Early_Capone",1153.68055555555,"ab","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
"176_Split_Early_Apertus",1153.68055555555,"ab","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
"220_Combined_Early_Apertus",1153.68055555555,"ab","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
"176_Combined_Early_Pionier",1081.425,"abc","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
"176_Split_Early_Pionier",1081.425,"abc","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
"220_Combined_Early_Alves",1081.425,"abc","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
"220_Combined_Early_Capone",1081.425,"abc","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
"220_Combined_Early_Pionier",1081.425,"abc","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
"220_Combined_Early_Potenzial",1081.425,"abc","nitrogen:appl:timeid:var","Acc_Temperature","31",2021
