"treatment","Trait","groups","combi","trait","Year","part","BBCH","group"
"176_Early_Torrild",74.7,"abcdefg","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Late_Torrild",74.5,"abcdefg","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Early_Pionier",74.4333333333333,"abcdefg","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Early_Potenzial",74.4,"abcdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Late_Alves",74.2666666666667,"abcdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Late_Pionier",73.9333333333333,"abcdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Late_Potenzial",73.55,"abcdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Late_Apertus",73.2833333333333,"abcdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Late_Capone",73.2333333333333,"abcdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Early_Capone",73.1,"bcdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Late_Patras",73.05,"bcdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"220_Late_Capone",73.05,"bcdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"220_Early_Apertus",72.9833333333333,"cdefgh","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"220_Late_Apertus",72.7166666666667,"defghi","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"220_Late_Potenzial",72.4833333333333,"defghi","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"220_Early_Capone",72.2166666666667,"efghi","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Early_Apertus",71.9333333333333,"fghi","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"220_Early_Patras",71.1666666666667,"ghi","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"220_Late_Patras",70.5333333333333,"hi","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"176_Early_Patras",68.95,"i","nitrogen:timeid:var","grain_bulk_density","DFG2021","plot","harvest",NA
"Apertus",6.67083333333333,"a","var","grain_length","DFG2021","plot","harvest",NA
"Patras",6.6375,"a","var","grain_length","DFG2021","plot","harvest",NA
"Capone",6.52083333333333,"b","var","grain_length","DFG2021","plot","harvest",NA
"Pionier",6.22916666666667,"c","var","grain_length","DFG2021","plot","harvest",NA
"Torrild",6.19166666666667,"cd","var","grain_length","DFG2021","plot","harvest",NA
"Potenzial",6.15833333333333,"d","var","grain_length","DFG2021","plot","harvest",NA
"Alves",6.03333333333333,"e","var","grain_length","DFG2021","plot","harvest",NA
"Esket",5.6375,"f","var","grain_length","DFG2021","plot","harvest",NA
"Combined_Apertus",6.68333333333333,"a","appl:var","grain_length","DFG2021","plot","harvest",NA
"Split_Apertus",6.65833333333333,"a","appl:var","grain_length","DFG2021","plot","harvest",NA
"Combined_Patras",6.64166666666667,"a","appl:var","grain_length","DFG2021","plot","harvest",NA
"Split_Patras",6.63333333333333,"a","appl:var","grain_length","DFG2021","plot","harvest",NA
"Combined_Capone",6.53333333333333,"b","appl:var","grain_length","DFG2021","plot","harvest",NA
"Split_Capone",6.50833333333333,"b","appl:var","grain_length","DFG2021","plot","harvest",NA
"Split_Pionier",6.23333333333333,"c","appl:var","grain_length","DFG2021","plot","harvest",NA
"Combined_Pionier",6.225,"cd","appl:var","grain_length","DFG2021","plot","harvest",NA
"Combined_Torrild",6.225,"cd","appl:var","grain_length","DFG2021","plot","harvest",NA
"Combined_Potenzial",6.16666666666667,"de","appl:var","grain_length","DFG2021","plot","harvest",NA
"Split_Torrild",6.15833333333333,"e","appl:var","grain_length","DFG2021","plot","harvest",NA
"Split_Potenzial",6.15,"e","appl:var","grain_length","DFG2021","plot","harvest",NA
"Combined_Alves",6.06666666666667,"f","appl:var","grain_length","DFG2021","plot","harvest",NA
"Split_Alves",6,"g","appl:var","grain_length","DFG2021","plot","harvest",NA
"Combined_Esket",5.65833333333333,"h","appl:var","grain_length","DFG2021","plot","harvest",NA
"Split_Esket",5.61666666666667,"h","appl:var","grain_length","DFG2021","plot","harvest",NA
"Esket",8.93083333333333,"a","var","grain_moisture","DFG2021","plot","87","2021-07-27"
"Apertus",8.88125,"a","var","grain_moisture","DFG2021","plot","87","2021-07-27"
"Torrild",8.72208333333333,"a","var","grain_moisture","DFG2021","plot","87","2021-07-27"
"Capone",8.68666666666667,"a","var","grain_moisture","DFG2021","plot","87","2021-07-27"
"Patras",8.65916666666667,"a","var","grain_moisture","DFG2021","plot","87","2021-07-27"
"Alves",8.57208333333333,"a","var","grain_moisture","DFG2021","plot","87","2021-07-27"
"Pionier",8.56416666666667,"a","var","grain_moisture","DFG2021","plot","87","2021-07-27"
"Potenzial",8.51458333333333,"a","var","grain_moisture","DFG2021","plot","87","2021-07-27"
"Early",3.4375,"a","timeid","grain_width","DFG2021","plot","harvest",NA
"Late",3.4,"b","timeid","grain_width","DFG2021","plot","harvest",NA
"Patras",3.58333333333333,"a","var","grain_width","DFG2021","plot","harvest",NA
"Apertus",3.54166666666667,"ab","var","grain_width","DFG2021","plot","harvest",NA
"Torrild",3.50833333333333,"b","var","grain_width","DFG2021","plot","harvest",NA
"Capone",3.41666666666667,"c","var","grain_width","DFG2021","plot","harvest",NA
"Alves",3.375,"cd","var","grain_width","DFG2021","plot","harvest",NA
"Esket",3.3375,"d","var","grain_width","DFG2021","plot","harvest",NA
"Pionier",3.31666666666667,"de","var","grain_width","DFG2021","plot","harvest",NA
"Potenzial",3.27083333333333,"e","var","grain_width","DFG2021","plot","harvest",NA
"Capone",8.54631245726844,"a","var","kernel_DM87","DFG2021","kernel","87","2021-07-27"
"Patras",7.84062496079687,"ab","var","kernel_DM87","DFG2021","kernel","87","2021-07-27"
"Torrild",7.42687496286563,"bc","var","kernel_DM87","DFG2021","kernel","87","2021-07-27"
"Pionier",7.03056246484719,"bc","var","kernel_DM87","DFG2021","kernel","87","2021-07-27"
"Alves",7.02774996486125,"bc","var","kernel_DM87","DFG2021","kernel","87","2021-07-27"
"Apertus",6.89712496551437,"bc","var","kernel_DM87","DFG2021","kernel","87","2021-07-27"
"Potenzial",6.86793746566031,"bc","var","kernel_DM87","DFG2021","kernel","87","2021-07-27"
"Esket",6.60618746696906,"c","var","kernel_DM87","DFG2021","kernel","87","2021-07-27"
"220",21.50899603209,"a","nitrogen","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"176",18.1115656944895,"b","nitrogen","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Combined",19.9944506509978,"a","appl","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Split",19.6261110755817,"b","appl","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Late",20.0817345064573,"a","timeid","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Early",19.5388272201222,"b","timeid","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Torrild",20.6271702470177,"a","var","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Apertus",20.4231733218535,"ab","var","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Potenzial",20.021210021991,"bc","var","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Patras",19.8103435588978,"c","var","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Pionier",19.7284948486299,"c","var","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Alves",19.6794831257662,"c","var","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Esket",19.6674506439746,"c","var","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Capone",18.5249211381874,"d","var","kernel_Nitrogen87","DFG2021","kernel","87","2021-07-27"
"Capone",0.157373437088845,"a","var","kernel_total_N87","DFG2021","kernel","87","2021-07-27"
"Patras",0.156214973450216,"a","var","kernel_total_N87","DFG2021","kernel","87","2021-07-27"
"Torrild",0.151695405751253,"a","var","kernel_total_N87","DFG2021","kernel","87","2021-07-27"
"Apertus",0.141771581495845,"ab","var","kernel_total_N87","DFG2021","kernel","87","2021-07-27"
"Pionier",0.138233907900818,"ab","var","kernel_total_N87","DFG2021","kernel","87","2021-07-27"
"Alves",0.137319317082424,"ab","var","kernel_total_N87","DFG2021","kernel","87","2021-07-27"
"Potenzial",0.137212734390902,"ab","var","kernel_total_N87","DFG2021","kernel","87","2021-07-27"
"Esket",0.129018289856431,"b","var","kernel_total_N87","DFG2021","kernel","87","2021-07-27"
"176_Early",0.266259321771112,"a","nitrogen:timeid","mobile61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Early",0.220017911925139,"ab","nitrogen:timeid","mobile61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Late",0.204697458212291,"b","nitrogen:timeid","mobile61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Late",0.191624004770219,"b","nitrogen:timeid","mobile61_DM_rel","DFG2021",NA,"61_87","biomass"
"220",0.090767777483228,"a","nitrogen","mobile61_N","DFG2021",NA,"61_87","nitrogen"
"176",0.0674027938131567,"b","nitrogen","mobile61_N","DFG2021",NA,"61_87","nitrogen"
"Late",0.629013555445777,"a","timeid","mobile61_N_rel","DFG2021",NA,"61_87","nitrogen"
"Early",0.575071855577263,"b","timeid","mobile61_N_rel","DFG2021",NA,"61_87","nitrogen"
"176",1.91217335062814,"a","nitrogen","mobile61_WSC","DFG2021",NA,NA,NA
"220",1.44069332720036,"b","nitrogen","mobile61_WSC","DFG2021",NA,NA,NA
"Patras",2.09779856138202,"a","var","mobile61_WSC","DFG2021",NA,NA,NA
"Torrild",1.94111987644965,"ab","var","mobile61_WSC","DFG2021",NA,NA,NA
"Esket",1.90051049642486,"ab","var","mobile61_WSC","DFG2021",NA,NA,NA
"Alves",1.77062588289242,"ab","var","mobile61_WSC","DFG2021",NA,NA,NA
"Potenzial",1.54544206308037,"ab","var","mobile61_WSC","DFG2021",NA,NA,NA
"Pionier",1.42068295597742,"b","var","mobile61_WSC","DFG2021",NA,NA,NA
"Capone",1.41989471866802,"b","var","mobile61_WSC","DFG2021",NA,NA,NA
"Apertus",1.31539215643922,"b","var","mobile61_WSC","DFG2021",NA,NA,NA
"Combined",0.587094649082713,"a","appl","mobile_effciency_N","DFG2021",NA,NA,NA
"Split",0.539189919987468,"b","appl","mobile_effciency_N","DFG2021",NA,NA,NA
"Pionier",0.603994822572955,"a","var","mobile_effciency_N","DFG2021",NA,NA,NA
"Patras",0.578242453824095,"ab","var","mobile_effciency_N","DFG2021",NA,NA,NA
"Torrild",0.575490531452319,"abc","var","mobile_effciency_N","DFG2021",NA,NA,NA
"Capone",0.563237306598169,"abc","var","mobile_effciency_N","DFG2021",NA,NA,NA
"Alves",0.560256771755893,"abc","var","mobile_effciency_N","DFG2021",NA,NA,NA
"Esket",0.550847570918811,"bc","var","mobile_effciency_N","DFG2021",NA,NA,NA
"Apertus",0.547490338349719,"bc","var","mobile_effciency_N","DFG2021",NA,NA,NA
"Potenzial",0.525578480808763,"c","var","mobile_effciency_N","DFG2021",NA,NA,NA
"220_Combined_Late",0.651546619788069,"a","nitrogen:appl:timeid","mobile_effciency_N","DFG2021",NA,NA,NA
"176_Combined_Early",0.629893101430186,"a","nitrogen:appl:timeid","mobile_effciency_N","DFG2021",NA,NA,NA
"220_Split_Early",0.551143691192582,"a","nitrogen:appl:timeid","mobile_effciency_N","DFG2021",NA,NA,NA
"220_Combined_Early",0.543800653428186,"a","nitrogen:appl:timeid","mobile_effciency_N","DFG2021",NA,NA,NA
"176_Split_Late",0.543051778824791,"a","nitrogen:appl:timeid","mobile_effciency_N","DFG2021",NA,NA,NA
"220_Split_Late",0.541573200059337,"a","nitrogen:appl:timeid","mobile_effciency_N","DFG2021",NA,NA,NA
"176_Combined_Late",0.523138221684411,"a","nitrogen:appl:timeid","mobile_effciency_N","DFG2021",NA,NA,NA
"176_Split_Early",0.520991009873162,"a","nitrogen:appl:timeid","mobile_effciency_N","DFG2021",NA,NA,NA
"Patras",0.955426004159104,"a","var","mobile_effciency_WSC","DFG2021",NA,NA,NA
"Alves",0.946673699323342,"a","var","mobile_effciency_WSC","DFG2021",NA,NA,NA
"Esket",0.921167007043049,"a","var","mobile_effciency_WSC","DFG2021",NA,NA,NA
"Potenzial",0.913057751666343,"ab","var","mobile_effciency_WSC","DFG2021",NA,NA,NA
"Capone",0.8954119031656,"ab","var","mobile_effciency_WSC","DFG2021",NA,NA,NA
"Torrild",0.892088977478625,"ab","var","mobile_effciency_WSC","DFG2021",NA,NA,NA
"Apertus",0.863438735875653,"ab","var","mobile_effciency_WSC","DFG2021",NA,NA,NA
"Pionier",0.763665699491315,"b","var","mobile_effciency_WSC","DFG2021",NA,NA,NA
"220",175.835699867032,"a","nitrogen","plot_grain_number","DFG2021","plot","87","2021-07-27"
"176",162.527033164663,"b","nitrogen","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Esket",186.124292875607,"a","var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Pionier",179.964973177075,"ab","var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Capone",178.350700041301,"ab","var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Potenzial",177.612846602399,"ab","var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Alves",176.301976210383,"b","var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Torrild",161.123156653704,"c","var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Patras",148.005777380072,"d","var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Apertus",145.967209186239,"d","var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Late_Esket",186.845664433051,"a","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Early_Esket",185.402921318163,"ab","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Early_Pionier",181.2263301329,"abc","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Early_Potenzial",180.221896093427,"abc","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Late_Pionier",178.703616221251,"bc","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Early_Capone",178.407196760219,"bc","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Late_Capone",178.294203322382,"c","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Early_Alves",177.580970252639,"c","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Late_Alves",175.022982168127,"c","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Late_Potenzial",175.003797111372,"c","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Late_Torrild",161.343100068391,"d","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Early_Torrild",160.903213239018,"d","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Early_Apertus",150.080471357499,"e","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Early_Patras",148.358806114013,"ef","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Late_Patras",147.65274864613,"ef","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Late_Apertus",141.853947014979,"f","timeid:var","plot_grain_number","DFG2021","plot","87","2021-07-27"
"Esket",42.3766194066606,"a","var","plot_grain_per_spike","DFG2021","plot","87","2021-07-27"
"Capone",40.7646543524577,"a","var","plot_grain_per_spike","DFG2021","plot","87","2021-07-27"
"Alves",36.6937263966187,"ab","var","plot_grain_per_spike","DFG2021","plot","87","2021-07-27"
"Apertus",32.9111406052644,"b","var","plot_grain_per_spike","DFG2021","plot","87","2021-07-27"
"Pionier",32.8769777209463,"b","var","plot_grain_per_spike","DFG2021","plot","87","2021-07-27"
"Torrild",31.9169823534518,"b","var","plot_grain_per_spike","DFG2021","plot","87","2021-07-27"
"Patras",31.6866116269713,"b","var","plot_grain_per_spike","DFG2021","plot","87","2021-07-27"
"Potenzial",30.992562601839,"b","var","plot_grain_per_spike","DFG2021","plot","87","2021-07-27"
"Combined",37.330625,"a","appl","plot_tkw","DFG2021","plot","87","2021-07-27"
"Split",36.7591666666667,"b","appl","plot_tkw","DFG2021","plot","87","2021-07-27"
"Patras",42.4095833333333,"a","var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Apertus",41.52,"a","var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Torrild",38.5679166666667,"b","var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Capone",37.9645833333333,"b","var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Pionier",35.30625,"c","var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Alves",34.7820833333333,"cd","var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Potenzial",33.7529166666667,"d","var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Esket",32.0558333333333,"e","var","plot_tkw","DFG2021","plot","87","2021-07-27"
"176_Combined",37.4510416666667,"a","nitrogen:appl","plot_tkw","DFG2021","plot","87","2021-07-27"
"220_Combined",37.2102083333333,"b","nitrogen:appl","plot_tkw","DFG2021","plot","87","2021-07-27"
"176_Split",36.8022916666667,"c","nitrogen:appl","plot_tkw","DFG2021","plot","87","2021-07-27"
"220_Split",36.7160416666667,"c","nitrogen:appl","plot_tkw","DFG2021","plot","87","2021-07-27"
"Combined_Patras",42.6308333333333,"a","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Split_Patras",42.1883333333333,"ab","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Combined_Apertus",41.7816666666667,"bc","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Split_Apertus",41.2583333333333,"c","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Combined_Torrild",39.1991666666667,"d","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Combined_Capone",38.1991666666667,"e","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Split_Torrild",37.9366666666667,"e","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Split_Capone",37.73,"e","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Combined_Alves",35.35,"f","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Combined_Pionier",35.3208333333333,"f","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Split_Pionier",35.2916666666667,"f","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Split_Alves",34.2141666666667,"g","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Combined_Potenzial",33.7916666666667,"g","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Split_Potenzial",33.7141666666667,"g","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Combined_Esket",32.3716666666667,"h","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Split_Esket",31.74,"h","appl:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Early_Patras",42.7116666666667,"a","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Late_Patras",42.1075,"ab","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Late_Apertus",41.7975,"ab","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Early_Apertus",41.2425,"b","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Early_Torrild",38.9116666666667,"c","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Early_Capone",38.3783333333333,"cd","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Late_Torrild",38.2241666666667,"cd","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Late_Capone",37.5508333333333,"d","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Early_Pionier",35.745,"e","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Early_Alves",35.4,"ef","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Late_Pionier",34.8675,"efg","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Late_Alves",34.1641666666667,"fg","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Early_Potenzial",33.9,"g","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Late_Potenzial",33.6058333333333,"gh","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Early_Esket",32.5858333333333,"hi","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"Late_Esket",31.5258333333333,"i","timeid:var","plot_tkw","DFG2021","plot","87","2021-07-27"
"220",6.44649947344516,"a","nitrogen","plot_yield","DFG2021","plot","87","2021-07-27"
"176",5.98367608095129,"b","nitrogen","plot_yield","DFG2021","plot","87","2021-07-27"
"Capone",6.76324727965686,"a","var","plot_yield","DFG2021","plot","87","2021-07-27"
"Pionier",6.35266896773897,"b","var","plot_yield","DFG2021","plot","87","2021-07-27"
"Patras",6.27096945450368,"bc","var","plot_yield","DFG2021","plot","87","2021-07-27"
"Torrild",6.20783220808823,"bcd","var","plot_yield","DFG2021","plot","87","2021-07-27"
"Alves",6.12320926997549,"bcd","var","plot_yield","DFG2021","plot","87","2021-07-27"
"Apertus",6.05661698468137,"cd","var","plot_yield","DFG2021","plot","87","2021-07-27"
"Potenzial",5.98346461424632,"d","var","plot_yield","DFG2021","plot","87","2021-07-27"
"Esket",5.96269343869485,"d","var","plot_yield","DFG2021","plot","87","2021-07-27"
"220_Capone",7.00660883192402,"a","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"220_Pionier",6.63355004497549,"b","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"220_Patras",6.54830977916667,"bc","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"176_Capone",6.51988572738971,"bcd","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"220_Torrild",6.42929221133578,"bcde","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"220_Apertus",6.34710909546569,"cdef","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"220_Alves",6.2442857276348,"defg","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"220_Esket",6.20997316574755,"efg","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"220_Potenzial",6.15286693131127,"efg","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"176_Pionier",6.07178789050245,"fgh","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"176_Alves",6.00213281231618,"ghi","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"176_Patras",5.99362912984069,"ghij","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"176_Torrild",5.98637220484069,"ghij","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"176_Potenzial",5.81406229718137,"hij","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"176_Apertus",5.76612487389706,"ij","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"176_Esket",5.71541371164216,"j","nitrogen:var","plot_yield","DFG2021","plot","87","2021-07-27"
"Capone",7.16068746419656,"a","var","post61_DM","DFG2021",NA,"61_87","biomass"
"Patras",5.53306247233469,"ab","var","post61_DM","DFG2021",NA,"61_87","biomass"
"Apertus",5.46193747269031,"ab","var","post61_DM","DFG2021",NA,"61_87","biomass"
"Pionier",5.36662497316687,"ab","var","post61_DM","DFG2021",NA,"61_87","biomass"
"Torrild",5.13062497434688,"ab","var","post61_DM","DFG2021",NA,"61_87","biomass"
"Alves",4.53724997731375,"b","var","post61_DM","DFG2021",NA,"61_87","biomass"
"Potenzial",4.48668747756656,"b","var","post61_DM","DFG2021",NA,"61_87","biomass"
"Esket",4.1914999790425,"b","var","post61_DM","DFG2021",NA,"61_87","biomass"
"220_Split",0.599222306081371,"a","nitrogen:appl","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Combined",0.579502456776254,"a","nitrogen:appl","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Split",0.521005209071416,"a","nitrogen:appl","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Combined",0.492921852599972,"a","nitrogen:appl","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Combined_Late",0.691700806804892,"a","nitrogen:appl:timeid","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Split_Late",0.606425838292288,"ab","nitrogen:appl:timeid","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Split_Early",0.592018773870453,"ab","nitrogen:appl:timeid","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Split_Late",0.530857976659221,"ab","nitrogen:appl:timeid","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Split_Early",0.511152441483612,"ab","nitrogen:appl:timeid","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Combined_Late",0.50541260113133,"ab","nitrogen:appl:timeid","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Combined_Early",0.480431104068615,"b","nitrogen:appl:timeid","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Combined_Early",0.467304106747616,"b","nitrogen:appl:timeid","post61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Combined",0.507078147400028,"a","nitrogen:appl","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Split",0.478994790928584,"a","nitrogen:appl","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Combined",0.420497543223746,"a","nitrogen:appl","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Split",0.400777693918629,"a","nitrogen:appl","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Combined_Early",0.532695893252384,"a","nitrogen:appl:timeid","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Combined_Early",0.519568895931385,"a","nitrogen:appl:timeid","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Combined_Late",0.49458739886867,"ab","nitrogen:appl:timeid","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Split_Early",0.488847558516388,"ab","nitrogen:appl:timeid","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Split_Late",0.469142023340779,"ab","nitrogen:appl:timeid","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Split_Early",0.407981226129547,"ab","nitrogen:appl:timeid","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"220_Split_Late",0.393574161707712,"ab","nitrogen:appl:timeid","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"176_Combined_Late",0.308299193195108,"b","nitrogen:appl:timeid","pre61_DM_rel","DFG2021",NA,"61_87","biomass"
"220",0.116560810060495,"a","nitrogen","pre61_N","DFG2021",NA,"61_87","nitrogen"
"176",0.092825846878837,"b","nitrogen","pre61_N","DFG2021",NA,"61_87","nitrogen"
"Torrild",2.05887498970562,"a","var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Capone",1.91980433822707,"ab","var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Alves",1.75418749122906,"ab","var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Pionier",1.74037499129813,"ab","var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Potenzial",1.68256249158719,"ab","var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
